Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
São Conrado;2;1;1;88;2100.0;1200.0;0.0
Leblon;2;2;2;130;16500.0;2240.0;620.0
Ipanema;2;1;2;65;4000.0;4000.0;433.0
Rocha;2;0;0;72;1000.0;200.0;13.0
Leblon;4;3;1;170;7000.0;1495.0;564.0
Jacarepaguá;3;1;1;63;1400.0;720.0;51.0
Recreio dos Bandeirantes;3;2;1;93;1800.0;294.0;0.0
Tijuca;2;0;0;75;1200.0;882.0;70.0
Tijuca;3;0;1;153;1600.0;568.0;128.0
Leblon;3;1;1;117;9000.0;2243.0;435.0
São Conrado;3;2;1;320;9000.0;4000.0;1000.0
Copacabana;2;0;0;75;2800.0;1000.0;150.0
Leblon;3;2;3;340;30000.0;2900.0;0.0
Méier;2;1;1;120;2500.0;597.0;0.0
Campo Grande;2;1;0;74;800.0;600.0;0.0
Cosmos;2;1;0;40;450.0;220.0;0.0
Jacarepaguá;2;1;0;55;1400.0;480.0;12.0
Recreio dos Bandeirantes;3;1;1;85;1400.0;1010.0;140.0
Laranjeiras;3;2;1;110;3500.0;900.0;184.0
Recreio dos Bandeirantes;3;4;3;180;6000.0;950.0;540.0
Barra da Tijuca;4;2;4;247;6200.0;3242.0;620.0
Tijuca;3;1;1;90;1900.0;1100.0;84.0
Campo Grande;4;1;1;90;2500.0;490.0;0.0
Copacabana;2;0;0;73;2700.0;1115.0;0.0
Barra da Tijuca;4;2;2;178;8891.0;2500.0;3500.0
Ipanema;3;2;2;348;30000.0;9772.0;1994.0
Catete;2;1;1;111;3600.0;1400.0;180.0
Barra da Tijuca;2;1;2;82;2000.0;800.0;0.0
Barra da Tijuca;2;2;1;80;3000.0;1380.0;300.0
Leblon;3;0;0;105;4900.0;830.0;0.0
Ipanema;2;1;0;75;3000.0;815.0;85.0
Tijuca;2;1;1;82;2300.0;1100.0;0.0
Lagoa;2;1;0;56;3500.0;1500.0;278.0
Freguesia (Jacarepaguá);2;1;1;65;1500.0;680.0;82.0
Copacabana;2;1;0;87;3000.0;1000.0;181.0
Barra da Tijuca;3;1;1;106;3400.0;1400.0;4100.0
Tijuca;2;1;1;89;2000.0;605.0;22.0
São Francisco Xavier;2;1;1;55;1300.0;500.0;135.0
Barra da Tijuca;1;1;1;52;1700.0;2640.0;555.0
Recreio dos Bandeirantes;3;3;1;377;1900.0;2430.0;813.0
Recreio dos Bandeirantes;3;2;2;89;2500.0;950.0;0.0
Copacabana;3;1;1;146;6000.0;1470.0;387.0
Copacabana;3;2;1;115;3900.0;1434.0;397.0
Leblon;3;3;2;200;10300.0;1700.0;596.0
Glória;1;0;0;46;1200.0;447.0;0.0
Barra da Tijuca;3;2;1;168;3900.0;2048.0;0.0
Freguesia (Jacarepaguá);2;1;1;102;1900.0;480.0;180.0
Rio Comprido;3;1;1;89;1600.0;741.0;38.0
Tijuca;2;0;0;61;1500.0;481.0;0.0
Barra da Tijuca;3;2;3;120;3000.0;1200.0;350.0
Méier;1;0;0;32;900.0;180.0;0.0
Copacabana;2;0;1;55;3100.0;650.0;80.0
Barra da Tijuca;4;4;4;565;20000.0;4800.0;1.0
Copacabana;3;1;0;105;4500.0;1470.0;140.0
Pechincha;1;1;0;63;1250.0;560.0;0.0
Recreio dos Bandeirantes;2;2;1;100;1600.0;1171.0;195.0
Barra da Tijuca;2;1;1;74;1900.0;1190.0;215.0
Lagoa;2;0;0;50;2800.0;550.0;110.0
Jacarepaguá;3;1;1;103;2600.0;1450.0;1200.0
Campo Grande;2;0;0;48;500.0;290.0;0.0
Cachambi;2;1;0;68;900.0;600.0;0.0
Tijuca;3;0;0;90;1200.0;828.0;0.0
Tijuca;4;2;2;253;4000.0;2100.0;530.0
Botafogo;3;1;1;130;2650.0;1250.0;220.0
Copacabana;4;0;1;160;5000.0;840.0;0.0
Barra da Tijuca;4;3;2;246;7000.0;2000.0;4800.0
Leme;1;0;0;80;3000.0;600.0;0.0
Flamengo;1;0;0;42;1450.0;550.0;54.0
Leblon;2;0;0;60;2200.0;546.0;108.0
Barra da Tijuca;4;2;1;124;3300.0;1605.0;2980.0
Botafogo;3;2;1;120;3650.0;1490.0;0.0
Madureira;1;1;0;50;650.0;450.0;0.0
Ipanema;2;1;0;70;4000.0;950.0;2000.0
Botafogo;5;2;2;622;15000.0;3545.0;1514.0
Ipanema;3;3;1;300;22000.0;4000.0;1862.0
Copacabana;3;0;0;110;2700.0;950.0;20.0
Flamengo;5;1;1;260;5500.0;2200.0;721.0
Ipanema;4;2;1;200;10900.0;3700.0;0.0
Recreio dos Bandeirantes;2;2;1;169;1900.0;1269.0;0.0
Ipanema;3;1;1;275;7000.0;3150.0;899.0
Vila Isabel;2;1;0;75;2000.0;500.0;108.0
Leme;1;0;1;70;4500.0;1180.0;700.0
Coelho Neto;2;0;0;48;700.0;80.0;0.0
Recreio dos Bandeirantes;2;2;1;180;2000.0;1100.0;350.0
Jacarepaguá;2;1;0;50;950.0;305.0;0.0
Ipanema;2;1;0;76;3600.0;528.0;0.0
Taquara;2;1;0;52;1000.0;508.0;14.0
Barra da Tijuca;2;1;1;83;3000.0;1687.0;193.0
Campo Grande;2;1;1;80;1300.0;200.0;70.0
Jacarepaguá;2;1;1;80;2100.0;1350.0;80.0
Recreio dos Bandeirantes;3;1;2;70;1600.0;1095.0;153.0
Barra da Tijuca;3;1;1;92;2300.0;600.0;152.0
Ipanema;4;2;1;270;18000.0;2750.0;700.0
Tijuca;3;0;0;115;1800.0;400.0;168.0
Engenho Novo;2;0;0;59;800.0;360.0;15.0
Recreio dos Bandeirantes;3;3;2;200;3500.0;630.0;620.0
Leblon;1;1;1;88;5500.0;1500.0;362.0
Cachambi;2;1;0;55;1200.0;185.0;0.0
Gávea;1;1;1;50;2300.0;820.0;150.0
Barra da Tijuca;1;0;0;38;1000.0;410.0;15.0
Barra da Tijuca;2;2;2;140;6500.0;2780.0;630.0
Ipanema;4;2;1;350;17000.0;5000.0;800.0
Flamengo;3;0;0;250;15000.0;1900.0;0.0
Ipanema;4;2;1;180;8500.0;1796.0;0.0
Jardim Botânico;2;2;1;83;3500.0;1630.0;254.0
Ipanema;3;2;1;190;6600.0;2200.0;380.0
Ipanema;3;1;0;107;5000.0;2550.0;387.0
Icaraí;1;0;0;40;1200.0;485.0;107.0
Barra da Tijuca;2;2;2;130;5700.0;742.0;450.0
Jacarepaguá;2;1;1;77;2000.0;700.0;77.0
Tijuca;3;0;0;96;2500.0;714.0;900.0
Bonsucesso;1;0;0;62;800.0;270.0;0.0
Recreio dos Bandeirantes;2;2;1;65;1500.0;830.0;150.0
Barra da Tijuca;3;2;2;134;4000.0;1800.0;290.0
Barra da Tijuca;3;2;2;140;4000.0;1880.0;327.0
Barra da Tijuca;4;2;1;168;4300.0;1993.0;0.0
Vila Isabel;1;0;1;45;1100.0;500.0;24.0
Barra da Tijuca;3;3;1;238;12000.0;2700.0;0.0
Madureira;2;1;0;75;800.0;315.0;70.0
Lagoa;3;2;1;400;15000.0;3840.0;1820.0
Tijuca;3;2;0;140;2400.0;970.0;0.0
Copacabana;3;1;0;128;4000.0;1230.0;0.0
Riachuelo;1;0;0;53;1000.0;217.0;0.0
Engenho Novo;1;1;0;40;1150.0;310.0;0.0
Barra da Tijuca;3;2;2;160;4800.0;1550.0;526.0
Campo Grande;2;0;0;55;500.0;60.0;0.0
Jardim Botânico;3;1;0;90;2300.0;1063.0;218.0
Lagoa;2;1;1;81;4200.0;690.0;330.0
Lins de Vasconcelos;3;1;1;84;1000.0;750.0;73.0
Leblon;4;3;2;245;13500.0;3200.0;10500.0
Lagoa;2;2;1;75;5700.0;2600.0;0.0
Centro;1;0;0;38;1000.0;335.0;175.0
Botafogo;2;1;0;71;2700.0;700.0;76.0
Flamengo;4;1;2;250;6450.0;1780.0;620.0
Barra da Tijuca;2;1;1;68;2000.0;880.0;0.0
Recreio dos Bandeirantes;2;1;2;64;1400.0;1062.0;0.0
Vargem Pequena;3;2;1;79;1600.0;500.0;0.0
Barra da Tijuca;3;1;1;107;2500.0;1248.0;328.0
Barra da Tijuca;4;3;3;173;5500.0;2450.0;395.0
Cachambi;2;1;0;68;1000.0;600.0;0.0
Rocha;2;0;0;65;1100.0;490.0;0.0
Barra da Tijuca;3;2;1;110;2700.0;1350.0;25.0
Barra da Tijuca;4;3;3;260;9600.0;3500.0;480.0
Barra da Tijuca;4;3;2;200;5800.0;2250.0;480.0
Barra da Tijuca;3;2;1;106;8000.0;2700.0;600.0
Ipanema;3;1;1;98;5800.0;1750.0;145.0
Andaraí;2;1;0;82;1900.0;721.0;103.0
Vila da Penha;1;1;0;48;1200.0;150.0;0.0
Recreio dos Bandeirantes;2;1;2;106;2100.0;525.0;0.0
Santa Teresa;2;0;0;115;2500.0;1312.0;21.0
Leblon;4;3;1;177;9000.0;2420.0;0.0
Gávea;2;0;0;70;3800.0;988.0;138.0
Leblon;3;1;1;115;5200.0;700.0;300.0
Barra da Tijuca;3;2;3;112;3000.0;1480.0;3800.0
Barra da Tijuca;2;1;2;80;2300.0;980.0;174.0
Méier;2;1;1;97;1200.0;350.0;77.0
Gávea;3;1;3;144;8500.0;1800.0;310.0
Vila da Penha;3;1;1;65;1000.0;720.0;0.0
Tijuca;1;0;0;52;1300.0;558.0;49.0
Irajá;2;1;0;54;1100.0;450.0;60.0
Ipanema;4;0;2;230;13000.0;2820.0;1001.0
Engenho da Rainha;2;0;0;40;785.0;65.0;0.0
Maracanã;2;1;1;85;2800.0;740.0;141.0
Lagoa;1;1;0;90;5500.0;2163.0;453.0
Ipanema;3;1;1;140;7200.0;2900.0;0.0
Barra da Tijuca;3;1;1;80;3000.0;1360.0;0.0
Botafogo;1;1;1;60;2000.0;550.0;120.0
Leblon;2;1;1;95;4500.0;1900.0;440.0
Tijuca;2;1;0;81;2000.0;950.0;0.0
Copacabana;2;0;0;47;1900.0;665.0;78.0
Campo Grande;3;1;0;45;1100.0;280.0;0.0
Recreio dos Bandeirantes;5;4;5;380;15000.0;1480.0;0.0
Tijuca;2;1;1;126;2200.0;865.0;153.0
Flamengo;3;1;1;85;3650.0;1203.0;140.0
Arpoador;2;1;1;130;5300.0;986.0;200.0
Botafogo;2;0;0;70;1900.0;600.0;20.0
Copacabana;1;0;0;45;1800.0;700.0;25.0
Laranjeiras;3;0;1;127;2400.0;1120.0;0.0
Leblon;3;0;0;90;3500.0;950.0;0.0
Recreio dos Bandeirantes;2;1;1;90;1800.0;850.0;160.0
Barra da Tijuca;2;1;0;88;3300.0;650.0;199.0
Lagoa;4;3;1;200;7000.0;2000.0;909.0
Copacabana;1;0;0;35;1500.0;484.0;24.0
Copacabana;3;0;0;160;2800.0;1244.0;0.0
Campo Grande;2;0;0;50;550.0;330.0;0.0
Copacabana;2;0;0;65;2600.0;700.0;115.0
Leblon;3;2;1;179;5000.0;3990.0;485.0
Vila Isabel;2;0;0;60;1300.0;420.0;20.0
Jacarepaguá;3;1;1;92;3300.0;1250.0;100.0
Ipanema;3;1;1;140;25000.0;1616.0;425.0
Leblon;2;1;1;100;5000.0;1700.0;350.0
Méier;1;1;0;47;1200.0;623.0;363.0
Ipanema;3;1;1;140;14900.0;1580.0;0.0
Todos os Santos;3;1;0;70;1300.0;280.0;0.0
Barra da Tijuca;1;1;0;60;2300.0;1380.0;0.0
Vila Isabel;2;1;0;60;1500.0;250.0;46.0
Barra da Tijuca;4;3;4;234;6500.0;2700.0;450.0
Leblon;4;2;1;184;9000.0;2717.0;990.0
Copacabana;2;1;2;80;6000.0;3562.0;313.0
Leblon;4;2;1;145;8000.0;2200.0;475.0
Barra da Tijuca;3;0;1;130;5800.0;1800.0;0.0
Engenho Novo;3;1;0;90;1200.0;580.0;20.0
Recreio dos Bandeirantes;3;2;2;109;2200.0;660.0;290.0
Recreio dos Bandeirantes;3;2;2;100;2300.0;400.0;250.0
Botafogo;2;1;1;84;3500.0;1000.0;140.0
Ipanema;1;0;1;52;2300.0;800.0;28.0
Copacabana;2;0;0;70;2700.0;560.0;0.0
Barra da Tijuca;4;3;1;179;8000.0;3195.0;970.0
Barra da Tijuca;3;2;2;108;3800.0;1500.0;300.0
Copacabana;2;0;0;60;2300.0;700.0;0.0
Tijuca;1;0;1;37;1200.0;696.0;0.0
Barra da Tijuca;4;2;1;200;4800.0;2450.0;500.0
Anil;2;1;0;47;900.0;400.0;36.0
Botafogo;3;2;1;99;4500.0;1300.0;250.0
Barra da Tijuca;4;0;1;167;7000.0;2450.0;0.0
Recreio dos Bandeirantes;2;1;1;70;2200.0;755.0;135.0
Tijuca;3;2;1;104;2200.0;812.0;0.0
Curicica;2;1;1;62;1800.0;600.0;63.0
Recreio dos Bandeirantes;2;1;1;75;2200.0;700.0;0.0
Praça Seca;1;1;0;40;1000.0;270.0;0.0
Recreio dos Bandeirantes;4;2;2;155;2000.0;800.0;237.0
Ipanema;3;1;1;160;3900.0;1550.0;0.0
Botafogo;2;1;1;70;3900.0;750.0;105.0
Maracanã;2;0;0;76;1600.0;560.0;49.0
Copacabana;3;0;1;94;1700.0;1360.0;199.0
Vila Isabel;2;2;1;91;1800.0;700.0;80.0
Andaraí;2;1;1;100;2500.0;976.0;229.0
Copacabana;1;0;1;41;1500.0;635.0;57.0
Barra da Tijuca;2;2;1;110;4500.0;19597.0;587.0
Vila da Penha;2;0;0;68;1300.0;235.0;0.0
Campo Grande;2;2;1;119;1650.0;700.0;0.0
Laranjeiras;3;1;1;200;5500.0;1800.0;700.0
Ipanema;4;2;3;250;21000.0;3500.0;900.0
Copacabana;2;0;0;90;3000.0;800.0;160.0
Gávea;3;2;1;120;6000.0;1590.0;330.0
Tijuca;3;1;1;125;2300.0;975.0;170.0
Barra da Tijuca;5;4;5;584;11000.0;2600.0;24000.0
Leblon;2;0;0;100;5200.0;594.0;260.0
Ipanema;3;1;1;170;21900.0;2500.0;1000.0
Leblon;2;1;2;115;4000.0;1380.0;434.0
Tijuca;2;0;1;80;1800.0;600.0;0.0
Engenho de Dentro;2;1;1;62;1500.0;603.0;0.0
Barra da Tijuca;2;2;2;85;2800.0;2800.0;400.0
Tijuca;1;0;0;50;1700.0;360.0;20.0
Jardim Botânico;1;1;1;72;3500.0;965.0;222.0
Copacabana;1;0;0;40;2200.0;580.0;0.0
Copacabana;4;2;2;389;11800.0;3522.0;0.0
Copacabana;3;0;1;130;3900.0;1200.0;280.0
Tijuca;1;1;0;40;1100.0;500.0;20.0
Jardim Botânico;2;2;1;83;3500.0;1630.0;0.0
Engenho de Dentro;2;1;0;48;800.0;520.0;35.0
Barra da Tijuca;4;2;1;189;8000.0;2300.0;0.0
Copacabana;4;0;1;105;5000.0;837.0;130.0
Cosmos;2;0;0;45;550.0;221.0;0.0
Laranjeiras;4;1;1;288;7000.0;1870.0;0.0
Ipanema;2;1;1;85;4000.0;1200.0;165.0
Barra da Tijuca;3;2;1;160;4500.0;1600.0;4000.0
São Conrado;3;2;1;160;6500.0;2000.0;350.0
Curicica;2;1;0;52;900.0;305.0;30.0
Recreio dos Bandeirantes;1;1;0;57;2500.0;1200.0;1300.0
Tijuca;3;2;1;120;3300.0;1100.0;204.0
Curicica;2;1;0;47;1100.0;500.0;50.0
Centro;1;1;0;45;2000.0;600.0;150.0
Centro;1;0;0;20;800.0;430.0;38.0
Barra da Tijuca;4;2;4;220;7450.0;2000.0;1000.0
Recreio dos Bandeirantes;2;1;1;80;1500.0;600.0;0.0
Barra da Tijuca;4;2;1;135;5300.0;1154.0;874.0
Catete;2;0;0;62;1950.0;480.0;0.0
Pechincha;2;1;0;53;1100.0;600.0;135.0
Barra da Tijuca;1;1;1;70;1500.0;1600.0;220.0
Leblon;4;2;1;170;7500.0;2300.0;460.0
Freguesia (Jacarepaguá);2;0;0;50;600.0;300.0;0.0
Laranjeiras;3;1;0;96;3200.0;674.0;182.0
Praça Seca;2;0;0;43;700.0;190.0;13.0
Leblon;4;2;4;200;10500.0;2710.0;1153.0
Vila da Penha;2;1;0;80;1500.0;300.0;0.0
Anil;2;1;0;68;1300.0;487.0;150.0
Leme;2;0;0;70;3300.0;647.0;81.0
Santa Teresa;1;0;0;25;750.0;400.0;0.0
Copacabana;2;0;0;80;2900.0;760.0;180.0
Água Santa;2;1;0;58;700.0;500.0;35.0
Ipanema;10;2;0;250;25000.0;2500.0;0.0
Leblon;4;2;2;380;31000.0;3200.0;0.0
Leblon;1;0;0;35;2200.0;370.0;72.0
Cosme Velho;4;3;2;200;6000.0;1610.0;435.0
Barra da Tijuca;4;2;1;154;6000.0;1210.0;350.0
Barra da Tijuca;3;2;1;110;3800.0;1350.0;316.0
Méier;3;0;0;105;1100.0;200.0;0.0
Jardim Botânico;2;0;1;70;3200.0;850.0;88.0
Recreio dos Bandeirantes;3;2;1;213;1900.0;1184.0;442.0
Jacarepaguá;1;1;0;56;600.0;692.0;0.0
Vila Isabel;2;1;0;65;1500.0;714.0;85.0
Tijuca;1;0;0;40;1500.0;430.0;20.0
Engenho Novo;2;0;0;60;1300.0;460.0;0.0
Recreio dos Bandeirantes;2;4;0;120;2400.0;760.0;233.0
Tijuca;2;0;0;80;1400.0;850.0;0.0
Humaitá;3;2;1;115;3800.0;1670.0;346.0
Jardim Botânico;3;1;0;95;2900.0;1102.0;0.0
Barra da Tijuca;2;1;0;53;1300.0;622.0;92.0
Catumbi;2;0;0;46;1300.0;300.0;0.0
Freguesia (Jacarepaguá);1;1;1;72;2000.0;600.0;0.0
São Conrado;5;3;5;600;15000.0;15300.0;4220.0
Recreio dos Bandeirantes;3;2;1;161;2500.0;780.0;0.0
Tijuca;3;0;0;91;2100.0;715.0;79.0
Barra da Tijuca;3;3;3;680;20000.0;1980.0;1700.0
Pechincha;2;1;0;60;1100.0;606.0;14.0
Humaitá;2;0;0;65;2600.0;660.0;124.0
Recreio dos Bandeirantes;2;2;2;115;3500.0;840.0;260.0
Copacabana;3;1;1;180;7500.0;1900.0;300.0
Ipanema;2;1;2;120;7500.0;2350.0;0.0
Ipanema;3;0;1;150;5800.0;2200.0;230.0
Barra da Tijuca;2;1;2;80;3000.0;1400.0;0.0
Ipanema;2;1;0;105;6500.0;1500.0;380.0
Recreio dos Bandeirantes;2;1;1;70;2000.0;725.0;132.0
Leme;2;0;0;83;2400.0;588.0;111.0
Barra da Tijuca;2;1;2;90;2600.0;1400.0;300.0
Tijuca;1;0;0;30;1000.0;420.0;21.0
Ipanema;2;1;2;110;10000.0;2100.0;535.0
Jacarepaguá;4;2;3;156;3000.0;1610.0;254.0
Tijuca;3;1;0;96;2000.0;960.0;1048.0
Botafogo;2;1;0;75;3200.0;920.0;94.0
Urca;3;2;1;165;8500.0;3500.0;500.0
Ipanema;4;2;3;450;25000.0;3100.0;1500.0
Barra da Tijuca;2;1;1;80;2400.0;1200.0;0.0
Ipanema;1;1;0;41;2500.0;550.0;50.0
Barra da Tijuca;2;1;1;77;2500.0;800.0;150.0
Copacabana;4;1;1;230;6200.0;1580.0;198.0
Copacabana;5;1;5;280;20000.0;2300.0;700.0
Botafogo;1;0;0;48;1900.0;456.0;0.0
Campo Grande;1;1;0;40;500.0;200.0;0.0
Flamengo;3;1;1;140;2800.0;2300.0;0.0
Pechincha;2;1;0;73;1300.0;700.0;785.0
Jardim Botânico;3;1;0;84;3000.0;650.0;151.0
Lagoa;4;0;1;255;10000.0;2500.0;397.0
Copacabana;3;1;1;100;8000.0;1050.0;320.0
Copacabana;2;0;0;80;2700.0;600.0;0.0
Flamengo;3;1;0;96;3300.0;912.0;210.0
Barra da Tijuca;4;2;3;170;10000.0;3089.0;750.0
Leblon;3;1;1;115;7000.0;1900.0;450.0
Barra da Tijuca;3;1;1;72;2200.0;660.0;110.0
Recreio dos Bandeirantes;3;2;1;114;2200.0;570.0;230.0
Cascadura;2;1;0;62;1000.0;516.0;0.0
Flamengo;1;0;0;47;2100.0;515.0;420.0
Tijuca;2;1;0;76;1800.0;849.0;105.0
Pechincha;2;1;0;50;1000.0;482.0;13.0
Ipanema;3;1;1;140;9000.0;1800.0;300.0
Ipanema;3;1;1;140;7200.0;2900.0;800.0
Copacabana;3;1;0;165;5000.0;1280.0;280.0
Tijuca;3;0;1;111;2300.0;720.0;0.0
Barra da Tijuca;3;2;2;170;6000.0;2000.0;510.0
Ipanema;3;0;1;130;2500.0;1131.0;0.0
Ipanema;3;1;2;164;7590.0;2000.0;300.0
Laranjeiras;3;1;0;120;3000.0;1180.0;130.0
São Conrado;3;3;3;230;11000.0;2300.0;0.0
Copacabana;3;0;1;92;3500.0;1200.0;0.0
Todos os Santos;2;1;0;70;1300.0;600.0;12.0
Laranjeiras;2;0;0;70;2000.0;530.0;0.0
Barra da Tijuca;4;3;1;452;15000.0;4571.0;2319.0
Méier;2;1;0;85;1100.0;180.0;79.0
Recreio dos Bandeirantes;3;0;1;336;3300.0;800.0;300.0
Barra da Tijuca;1;1;0;60;1500.0;1800.0;320.0
Tijuca;3;1;1;115;1900.0;783.0;104.0
Barra da Tijuca;3;2;1;95;3200.0;1460.0;249.0
Flamengo;2;1;0;62;2400.0;896.0;96.0
Recreio dos Bandeirantes;3;1;1;97;2380.0;800.0;185.0
Copacabana;3;1;0;160;4500.0;1300.0;1700.0
Leblon;3;1;1;110;5000.0;1100.0;0.0
Flamengo;3;1;1;165;8500.0;1377.0;3000.0
Barra da Tijuca;4;3;0;160;4000.0;1265.0;459.0
Barra da Tijuca;3;2;1;105;2900.0;1803.0;245.0
Copacabana;4;1;1;150;6500.0;1500.0;261.0
Barra da Tijuca;4;2;1;110;4300.0;1380.0;150.0
Ipanema;1;0;0;54;3800.0;781.0;0.0
Copacabana;1;0;1;37;2300.0;442.0;22.0
Flamengo;3;1;2;360;15000.0;2300.0;0.0
Copacabana;5;2;1;280;13000.0;2245.0;296.0
Freguesia (Jacarepaguá);2;1;0;50;1400.0;400.0;15.0
Barra da Tijuca;4;4;4;350;10000.0;2800.0;1700.0
Copacabana;3;0;0;135;3600.0;1300.0;160.0
Barra da Tijuca;3;2;1;78;6500.0;1650.0;350.0
Copacabana;3;1;0;103;2000.0;1200.0;200.0
Taquara;3;1;1;70;2000.0;410.0;50.0
Tanque;2;1;1;62;1100.0;640.0;41.0
Ipanema;2;1;2;105;8000.0;4000.0;412.0
Tijuca;2;1;1;70;1800.0;570.0;0.0
Copacabana;3;1;1;138;3000.0;1043.0;245.0
Tijuca;2;1;0;60;1900.0;560.0;49.0
Tijuca;2;1;0;68;1800.0;690.0;120.0
Laranjeiras;3;2;1;180;5800.0;1800.0;170.0
Recreio dos Bandeirantes;3;2;1;181;4500.0;950.0;700.0
Maria da Graça;2;0;0;96;1300.0;506.0;61.0
Copacabana;3;0;0;100;2700.0;925.0;152.0
Flamengo;2;1;1;84;2400.0;1030.0;174.0
Leblon;2;1;1;80;4500.0;1100.0;0.0
Freguesia (Jacarepaguá);3;1;1;97;2300.0;950.0;0.0
Ipanema;3;1;1;120;4300.0;1910.0;354.0
Ipanema;3;1;1;140;7200.0;2900.0;500.0
Botafogo;3;2;1;170;4500.0;1900.0;300.0
Barra da Tijuca;2;2;1;79;4000.0;2630.0;495.0
Pechincha;2;0;0;65;1300.0;350.0;14.0
Tijuca;3;1;1;117;1900.0;816.0;0.0
Tijuca;2;0;0;78;1400.0;830.0;67.0
Tijuca;3;0;0;83;1390.0;650.0;80.0
Copacabana;4;2;1;270;4750.0;2900.0;510.0
Jacarepaguá;2;0;0;50;1000.0;530.0;50.0
Engenho de Dentro;3;0;0;81;1200.0;270.0;0.0
Botafogo;2;1;1;80;3200.0;800.0;150.0
Laranjeiras;3;2;1;110;3700.0;900.0;252.0
Copacabana;2;1;0;124;6000.0;1442.0;470.0
Botafogo;3;0;1;60;3900.0;1440.0;307.0
Botafogo;2;0;0;70;2000.0;751.0;88.0
Recreio dos Bandeirantes;3;0;1;146;2000.0;904.0;1871.0
Botafogo;3;1;1;98;4500.0;1550.0;245.0
Botafogo;1;0;0;46;1800.0;540.0;24.0
Jardim Guanabara;3;1;0;78;2000.0;350.0;83.0
Jacarepaguá;2;1;0;46;800.0;310.0;143.0
Realengo;2;0;0;50;450.0;369.0;0.0
Copacabana;3;0;0;106;2200.0;888.0;160.0
Copacabana;1;0;0;32;1800.0;330.0;25.0
Copacabana;1;0;0;40;1900.0;380.0;58.0
Maracanã;2;1;1;68;2000.0;900.0;0.0
Ipanema;4;1;1;250;12000.0;3795.0;7384.0
Barra da Tijuca;3;3;1;347;25000.0;3900.0;1990.0
Rocha Miranda;2;1;0;55;1000.0;295.0;0.0
Ipanema;4;4;1;400;20000.0;10000.0;3000.0
Barra da Tijuca;2;1;1;81;1900.0;1250.0;70.0
Botafogo;2;0;0;76;3000.0;619.0;0.0
Flamengo;1;0;1;75;3200.0;281.0;69.0
Recreio dos Bandeirantes;2;1;1;70;1800.0;957.0;171.0
Ipanema;3;2;1;170;6000.0;2200.0;380.0
Flamengo;2;0;0;60;2200.0;410.0;852.0
Centro;1;1;0;42;1700.0;560.0;47.0
Urca;2;0;0;80;3800.0;500.0;125.0
Barra da Tijuca;1;1;1;75;2100.0;1043.0;245.0
Barra da Tijuca;2;2;1;100;3500.0;1450.0;0.0
Freguesia (Jacarepaguá);3;2;2;160;1800.0;1574.0;198.0
Laranjeiras;2;0;0;67;2300.0;700.0;100.0
Glória;1;0;0;44;1400.0;480.0;26.0
Laranjeiras;2;1;0;90;2650.0;600.0;101.0
Centro;1;0;0;25;1200.0;390.0;0.0
Glória;1;0;0;45;1400.0;450.0;40.0
Catete;1;0;0;24;1100.0;435.0;225.0
Barra da Tijuca;1;1;1;75;1900.0;984.0;280.0
Taquara;2;1;1;59;1800.0;550.0;60.0
Ipanema;2;0;0;60;2900.0;507.0;125.0
Recreio dos Bandeirantes;3;2;3;88;1900.0;600.0;1100.0
Barra da Tijuca;3;1;1;70;1400.0;750.0;132.0
Flamengo;1;0;0;41;1800.0;483.0;67.0
Leblon;3;1;0;98;3500.0;1424.0;1192.0
Tijuca;2;2;1;69;2000.0;854.0;0.0
Grajaú;2;1;0;80;1200.0;670.0;50.0
Botafogo;3;1;0;206;6000.0;2000.0;323.0
Barra da Tijuca;2;1;1;80;2250.0;1091.0;205.0
Flamengo;2;1;0;75;2500.0;1067.0;125.0
Leblon;2;1;1;105;2700.0;1900.0;400.0
Barra da Tijuca;1;1;1;70;2000.0;970.0;170.0
Barra da Tijuca;2;1;1;100;2300.0;1678.0;2500.0
Engenho de Dentro;2;0;0;53;800.0;260.0;16.0
Copacabana;3;0;0;110;3000.0;1300.0;200.0
Recreio dos Bandeirantes;2;1;1;75;1550.0;750.0;0.0
Ipanema;3;1;1;80;3900.0;1368.0;113.0
Copacabana;1;0;0;35;1800.0;520.0;25.0
Pechincha;2;1;1;65;1300.0;570.0;12.0
Barra da Tijuca;2;1;1;63;2500.0;1280.0;204.0
Ipanema;1;0;0;46;1700.0;700.0;132.0
Riachuelo;1;0;0;46;900.0;253.0;17.0
Recreio dos Bandeirantes;3;2;1;90;1790.0;590.0;990.0
Campo Grande;2;0;0;60;800.0;350.0;0.0
Flamengo;1;0;0;47;1600.0;650.0;0.0
Leblon;3;2;1;240;15000.0;975.0;0.0
Catete;2;1;0;81;2300.0;530.0;132.0
Barra da Tijuca;3;2;3;130;5700.0;850.0;450.0
Barra da Tijuca;3;3;3;180;6500.0;2000.0;500.0
Botafogo;2;1;1;76;3200.0;760.0;125.0
Barra da Tijuca;3;2;3;263;13000.0;2668.0;896.0
Bonsucesso;2;1;0;70;1100.0;300.0;0.0
Tijuca;2;1;0;79;1600.0;700.0;81.0
Barra da Tijuca;2;1;1;90;3300.0;1308.0;213.0
Ipanema;4;2;3;200;12000.0;1650.0;500.0
Copacabana;3;0;0;110;2900.0;1400.0;100.0
